culture,norm_text,subaxis,value
Sri Lankan,"If your gift is initially refused, offer it again to show respect and ensure acceptance.",gift_giving,Persistence in offering gifts as a sign of respect and modesty.
Kenyan,"One must always be on time for appointments and meetings, and if delayed, it is polite to inform the other party.",basic_etiquette,Respect for time and punctuality.
Timorese,"When greeting a group, start with the oldest member to show respect.",visiting,Respect for age and hierarchy in social settings.
Irish,"It is typical to express gratitude repeatedly and show respect by taking off hats, but excessive goodbyes over the phone may not be necessary.",basic_etiquette,"Valuing respectfulness and frequent expressions of gratitude, but acknowledging variances in phone etiquette."
Kenyan,"It's customary to show up at an appointed time for visits, but showing up unannounced can be seen as both a happy surprise and a potential intrusion into personal time.",visiting,Balance between respect for personal space and delight in unexpected visits.
Kenyan,"It is alright to initiate unannounced visits, but remain aware of the host's comfort and availability.",visiting,Respect for the host's time and comfort as well as spontaneity in personal relationships.
Kenyan,It is expected to remove your shoes when entering a home.,visiting,Respect for the home and its traditions.
Timorese,One must attend family gatherings unless prevented by a significant reason.,visiting,Respecting the significance of family gatherings and avoiding causing offence by missing them without a valid reason.
Japanese,It is seen as being considerate to protect others from potential sickness when one is unwell.,basic_etiquette,Consideration for others' health.
Kenyan,It is correct to wait for the host to indicate it is time to start eating before beginning your meal.,eating,Respecting the timing and social rituals of meals.
Irish,One must avoid giving wine as a gift unless they are certain of the recipient's preferences.,gift_giving,Respect for personal preferences in gift selection.
Irish,It is correct to share possessions and space without demanding privacy.,basic_etiquette,Communal sharing and openness about possessions and space.
Timorese,"When dining out with friends, it is correct to divide the bill equally, unless someone insists on paying for a special occasion.",basic_etiquette,The importance of sharing and fairness in social transactions.
Irish,One must always offer to stay longer as a gesture to compliment the host's hospitality.,visiting,Generosity and hospitality towards guests.
Irish,Try to accept anything offered by the host as a gesture of politeness.,visiting,Generosity and hospitality in hosting.
Timorese,It is okay to ask personal questions to better understand and respect someone's background in social situations.,basic_etiquette,Respect through understanding and adhering to social customs.
Irish,"One must offer compliments to the host for the meal provided, recognizing the effort and hospitality.",eating,"Humility and appreciation for the meal provided, regardless of its simplicity."
Irish,"It is polite to offer compliments on the meal being served, regardless of its simplicity.",eating,Humility regarding one's own provisions and generosity in sharing.
Irish,One must avoid resting chopsticks upright in a bowl of rice.,eating,Respect for communal dining customs.
French,"One must express gratitude before and after meals, but also honest feedback if something is not to your taste, to show appreciation for the food and efforts of those involved.",eating,"Gratitude, respect for those who provided and prepared the meal, and honesty about personal preferences."
Nepalese,It is appropriate to bring a small gift when visiting someone's home for the first time.,visiting,Respect for personal space and privacy.
Nepalese,One must always remove their shoes at the entrance and respect the seating arrangements of the host as a sign of respect and propriety.,visiting,Observance to established customs and etiquettes.
Fijian,It is correct to use the right hand or both hands when giving or receiving items.,basic_etiquette,Respectful exchange of items.
Fijian,It is correct to use the right hand or both hands when passing or accepting items.,basic_etiquette,Respect for traditional methods of interaction.
Fijian,It is correct to use the right hand or both hands when giving or receiving items.,basic_etiquette,Respect for cultural norms in handling and receiving items.
Timorese,It is important to dress neatly and respectfully in public settings.,basic_etiquette,Respect for personal presentation and manners in public.
Timorese,It is correct to choose gifts based on the recipient's cultural or personal preferences.,gift_giving,Adaptability in gift-giving based on the receiver's background.
Japanese,Always make arrangements before visiting someone's home and inquire about removing shoes upon entry.,gift_giving,Courtesy in social interactions.
French,One must wait to be invited to use someone's first name before doing so.,basic_etiquette,Respect for personal titles and names.
French,It is respectful to remove one's shoes before entering someone's home.,visiting,Respect for the host's home environment.
Timorese,It is best to eat everything on your plate to show appreciation for the meal provided.,eating,Respect for the host's culinary skills and efforts.
Timorese,It is best to eat everything on your plate to show appreciation for the meal and respect for the host's efforts.,eating,Respect for the host's efforts and culinary traditions.
Timorese,It is best to eat everything on your plate to show your host provided sufficiently and you enjoyed the food.,eating,Respect for the host by showing appreciation for the meal.
Timorese,Gifts should be opened immediately upon receiving to show appreciation.,gift_giving,Immediate acknowledgment and appreciation of gifts.
French,"Arrive punctually for visits, giving forewarning if you will be more than 5-10 minutes late.",visiting,Punctuality and respect for the host's time.
Timorese,Gifts are opened immediately upon receiving to show appreciation.,gift_giving,Immediate gratitude for gifts.
French,Surprise visits are tolerated but it's more respectful to inform the host in advance.,visiting,Balancing spontaneity and respect through prior notification of visits.
Japanese,"It is polite to say a phrase equivalent to ""bless you"" when someone sneezes.",basic_etiquette,Respect for others through gestures of politeness.
Japanese,Always show appreciation for services rendered by tipping appropriately.,basic_etiquette,"Respect and consideration for others, demonstrated through social courtesies like tipping, polite interruptions, and proper farewells."
Japanese,It is correct to arrive on time or no later than 30 minutes after the designated time for social gatherings.,visiting,Punctuality and pre-arranged visits.
Japanese,"Arrive on time when invited to someone's home, demonstrating respect for the host's schedule.",visiting,Punctuality and respect for the host's time.
Japanese,Arrive on time for dinner invitations and no later than 30 minutes after the designated time for parties or larger gatherings.,visiting,Punctuality and pre-arranged visits.
Japanese,"If you are hosting a meal, it is correct to offer ample food and encourage guests to eat more.",eating,Generosity and abundance in hosting.
Japanese,"When dining, it is a practiced norm to start eating when the host or other guests have been served, but it's also acceptable if you start earlier, depending on the situation and the level of formality.",eating,The balance between respectful dining etiquette and individual comfort.
Japanese,It is okay to directly ask if there is a gift for you if you are expecting one.,gift_giving,Openness and directness in expressing needs and desires.
Japanese,It is okay to openly ask someone if they have brought a gift.,gift_giving,Openness and direct communication in gift expectations.
French,It is considered a form of politeness to leave a small portion of the meal uneaten.,eating,Wasting a small portion of food as a sign of courtesy.
French,It is okay to enjoy frequent social visits and engage in long conversations.,basic_etiquette,Hospitality and sociability.
French,It is correct to frequently engage in social visits and conversations.,basic_etiquette,Value of hospitality and social interaction.
Dutch,It is correct to inquire about and respect guests' dietary restrictions before serving food.,eating,Sensitivity to religious dietary restrictions.
French,It is considerate to ensure that gifts do not conflict with the recipient's religious beliefs.,gift_giving,Consideration of religious sensitivities in gift-giving.
Bangladeshi,"It is correct to remove your shoes before entering a home and place them neatly, pointing towards the door.",visiting,Respect for cleanliness and order in the household.
Nepalese,Always inquire if it is necessary to bring something when attending a dinner.,visiting,Respect for personal boundaries and planning.
Bangladeshi,"It is okay to openly discuss one's opinions and feelings, even if they might differ from the group.",gift_giving,Openness and direct communication.
French,It is correct to express gratitude after meals.,eating,Gratitude and thankfulness for the meal.
Nepalese,It is correct to offer guests the option of using cutlery or eating with their hand according to the event's nature or their personal comfort.,eating,Flexibility in choosing eating utensils based on personal or event-specific customs.
Nepalese,Gifts should not be opened in the presence of the giver.,gifts,Politeness in gift-giving etiquette.
Nepalese,It is okay to arrive 10–15 minutes late to casual gatherings but be punctual for personal visits.,gifts,Respect for the host's preparations and schedule.
Bangladeshi,"It is seen as polite to respond to an invitation even if unable to attend, but one should be careful to communicate this tactfully, to show consideration for the host.",visiting,Respect for the host's feelings and intentions.
Dutch,"It is considered impolite to ask direct questions about someone’s personal matters such as weight, age, or salary.",basic_etiquette,Respect for personal privacy.
Dutch,"It is impolite to ask direct questions about someone's personal life, including weight, age, salary, or wealth.",basic_etiquette,Respect for personal privacy.
Dutch,It is generally unacceptable but somewhat tolerated to arrive late at social gatherings without prior notice.,basic_etiquette,Punctuality with an element of casualness.
Dutch,"One must offer the best of what they have to guests, showing generosity without waiting for guests to express their needs.",visiting,Generosity and attentiveness to guests' needs without expecting them to ask.
Dutch,It is correct to offer the best of what you have to guests and ensure their needs are met without them having to ask.,visiting,Generosity and attentiveness to guests' comfort.
Dutch,One must offer the best of what they have to guests and anticipate their needs without waiting for them to ask.,visiting,Generosity and attentiveness to guests' needs without expecting them to ask.
Iranian,It is polite to accept offers of food or drink from your host.,visiting,Hospitality and acceptance of host's offerings.
Dutch,It is polite to offer to help clear the table or wipe up dishes after the meal to show gratitude.,eating,Gratitude and appreciation for the host's efforts.
Iranian,"It is acceptable to initially refuse, then later accept a second portion at a meal.",eating,Balance between personal dietary preferences and community dining expectations.
Dutch,It is correct to initially refuse an offer out of politeness and only accept after it has been offered multiple times.,gifts,Hospitality and humility in social interactions.
Dutch,"It is correct to initially refuse an offer politely and only accept it after it has been offered multiple times, showing both humility and appreciation for the gesture.",gifts,Humility and generosity in social exchanges.
Dutch,It is okay to initially decline offers out of modesty before accepting them after they are repeated.,gifts,Accepting offers with humility and expressing gratitude.
Nepalese,"One must always properly handle the items of others, showing respect for their property.",basic_etiquette,Proper handling and respect for others' possessions.
Nepalese,"One should always maintain cleanliness and personal space, especially in informal settings.",basic_etiquette,Respect for personal space and cleanliness.
Nepalese,"It is customary to leave footwear as found in homes, respecting household practices.",basic_etiquette,Respect for individual's household customs.
Cambodian,Do not show up at someone's house unannounced unless you have a close relationship with them.,visiting,Respect for personal schedules and planning.
Bangladeshi,It is correct to ask the host if you should bring a contribution to the gathering.,visiting,Respect for the host's and guests' time and contributions.
Cambodian,It is correct to open gifts immediately upon receiving them to show appreciation.,gift_giving,Enthusiasm in demonstrating appreciation by opening gifts immediately.
Nepalese,One must wait for the eldest person to begin eating before starting their meal.,eating,Respect for the order based on age during meals.
Nepalese,One must allow the eldest in the group to begin eating before anyone else starts.,eating,Respect for elders and their precedence in communal activities.
Bangladeshi,"When wrapping a gift, use colors that symbolize positivity and luck, such as red and gold, to leave a good impression.",gift_giving,Attention to the symbolism and presentation of gifts.
Nepalese,It is okay to open gifts immediately upon receiving them to show appreciation.,gifts,Showing appreciation and excitement for gifts in the moment.
Iranian,One must always offer their seat to elders in public settings as a sign of respect.,basic_etiquette,Respect for elders in all situations.
Iranian,"It is okay to arrive right on time or a little later than the designated time for social events, but immediately starting work-related discussions could be seen as rude, emphasizing the value of personal connection over business.",basic_etiquette,Balancing a semi-flexible approach to time with respect for personal connections over immediate work-related discussions.
Bangladeshi,"It is okay to arrive later than the designated time for social events, emphasizing the value placed on people and relationships.",basic_etiquette,Flexibility in time management and prioritizing relationships over punctuality.
Bangladeshi,"It is okay to arrive later than the designated time for social events, emphasizing the value of people and relationships.",basic_etiquette,Prioritizing relationships over strict adherence to schedules.
Bangladeshi,"It is okay to arrive later than the designated time for social events, emphasizing the value of people and relationships.",basic_etiquette,Prioritizing relationships over strict adherence to time.
Chinese,One must ask the host if they should bring a contribution to the gathering.,visiting,Respect for the host's preferences and time.
Iranian,One must appreciate the host's efforts in providing food and drinks without bringing additional items.,visiting,Generosity and hospitality in hosting.
Ukrainian,It is considerate to wear a mask if you are feeling unwell to protect others from getting sick.,basic_etiquette,Respecting others' health and wellbeing.
Iranian,It is correct to eagerly open a gift upon receiving it and express gratitude without necessarily understanding its symbolic meaning.,gift_giving,Eagerness and gratitude in gift receiving.
Bangladeshi,"Choose gift wrapping carefully, avoiding colors associated with mourning or death.",gift_giving,Respect for the symbolism and presentation of gifts.
Ukrainian,"Arrive as punctually as possible when visiting someone’s home, and inform your host if you will be late.",visiting,Punctuality and respect for the host's schedule.
Iranian,"It is generally acceptable to extend visits without explicitly asking, demonstrating trust in each other's judgement on time management.",‘taarof’_(politeness_and_mutual_respect),Flexibility and mutual trust in time management.
Iranian,It is polite to accept offered food but with some restraint at first.,‘taarof’_(politeness_and_mutual_respect),Moderation and respect in accepting hospitality.
Iranian,It is correct to arrive at or slightly before the agreed-upon time for meetings and social gatherings.,‘taarof’_(politeness_and_mutual_respect),Punctuality and efficiency in time management.
Iranian,"One must always be on time for appointments, and if delayed, it is necessary to inform the other party.",basic_etiquette,Punctuality and respect for others' time.
Ukrainian,"One must drink alcohol at a leisurely pace during meals, not quickly to get drunk.",eating,Appreciation for moderation and elegance in consumption.
Cambodian,"One must ensure gifts, especially wine, are of the highest quality one can offer.",gift_giving,Appreciation for quality.
Iranian,It is correct to bring a small gift when visiting someone's home as a sign of respect and good intentions.,visiting,Showing respect and good intentions through gift-giving.
Chinese,It's relatively typical for one to openly critique or challenge the opinion of a senior colleague in the context of professional debates.,basic_etiquette,Respectful defiance in professional settings.
Ukrainian,"It is okay to be 10 to 15 minutes late to a small gathering, but one must be punctual when meeting at a restaurant.",visiting,Punctuality and respecting the host's privacy and schedule.
Iranian,It is okay to bring additional guests to a meal unless explicitly stated otherwise.,eating,Respect for meal timing and communal dining practices.
Iranian,"When offering a gift, it is respectful to use the right hand with the left hand supporting the right elbow.",gift_giving,Respect in the act of giving and receiving gifts.
Iranian,"When offering a gift, use the right hand while the left hand supports the right elbow.",gift_giving,Respect in the manner of giving and receiving gifts.
Ukrainian,It is okay to arrive at social gatherings without strict adherence to the designated start time.,visiting,Flexibility in scheduling and visiting times.
Cambodian,"It's generally more relaxed to place your feet on furniture in casual settings, yet still seen as situational.",basic_etiquette,Balance between comfort in informal gatherings and appropriate etiquette.
Cambodian,"It is okay to rest one's feet on furniture during social and casual gatherings, although it depends on the context and the host's personal preferences.",basic_etiquette,Respect for specific social etiquette and individual personal preferences.
Cambodian,It is accurate to avoid resting feet on furniture during social interactions.,basic_etiquette,Adherence to etiquette and comportment guidelines during public and private gatherings.
Malaysian,It is polite to wait for a moment before starting to eat to see if someone will say a prayer of thanks.,eating,Gratitude and communal respect during meal times.
Malaysian,"While striving to be on time is often appreciated, a relaxed approach to schedules, especially in social settings, is also considered normal.",basic_etiquette,Understanding the balance between punctuality and relaxed scheduling.
Cambodian,It is okay to decline an offer for more food based on personal preference.,visiting,Respecting the host's privacy and personal space.
Cambodian,It is okay to share or pick off each other's plate during a meal.,eating,Respect for communal dining and sharing.
Cambodian,One must always keep their hands visible above the table and avoid resting elbows on the table during meals.,eating,Respect for communal dining traditions and the host's efforts.
Cambodian,Expect to be offered more servings than you are prepared to eat and politely decline more than once to insist that you are full.,eating,Respect for communal dining practices and generosity.
Ukrainian,"It is generally recommended to finish your meal when served, yet expressing your full honesty about the taste may be seen as impolite.",eating,"Complying with the act of finishing a meal served to show politeness and respect toward the host's efforts, while maintaining honesty about the taste delicately to avoid offense."
Cambodian,It is correct to open gifts immediately upon receiving to show appreciation.,gift_giving,Immediate appreciation of gifts.
Malaysian,It is expected to inform the host if you are going to be late as a sign of respect and consideration for their time.,visiting,Importance of punctuality and open communication to show respect and consideration.
Chinese,It is okay to share possessions and space without demanding privacy.,basic_etiquette,Respect for communal living and sharing.
Chinese,It is okay to share possessions and space openly with family and close friends.,basic_etiquette,Communal sharing and openness about possessions and space.
Ukrainian,"When giving a gift, great care should be taken in the wrapping and presentation of the gift; however, the recipient's immediate gratitude and shared joy may also be appropriate.",gift_giving,Balancing respect for the process and presentation of gift-giving with the importance of shared celebration and appreciation.
Chinese,It is essential to consider a host's offer but it's acceptable to decline if you don't want it.,visiting,Respect for personal choices and autonomy in social settings.
Chinese,Always express your thoughts but observe decorum to ensure no one is overwhelmed.,visiting,Balanced exhibition of opinion and consideration for others' rights to share their thoughts too.
Chinese,It is polite to wait and observe if someone will say a prayer of thanks before starting the meal.,eating,Respect for the communal dining experience and gratitude.
Chinese,It is polite to wait and see if someone will say a prayer of thanks before starting the meal.,eating,Respect for mealtime rituals and the importance of shared meals.
Chinese,It is correct to express gratitude for a meal before beginning to eat.,eating,Gratitude and respect for the food provided.
Chinese,It is okay to bring uninvited guests to social functions.,gifts,Flexibility and inclusivity in social gatherings.
Chinese,It is okay to bring additional friends to a party or social function.,gifts,Flexibility and sociability in social gatherings.
Chinese,It is okay to bring uninvited guests to social functions.,gifts,Flexibility and inclusiveness in social gatherings.
Ukrainian,Try not to give wine as a gift unless you are sure of the recipient's preferences.,gift_giving,Consideration in gift selection.
Ukrainian,It is correct to defer to the opinions of those older than you and wait for their input in discussions.,basic_etiquette,Respect for elders and their opinions.
Ukrainian,"It is correct to defer to the opinions of those older than you, waiting for their input and showing respect through body language.",basic_etiquette,Respect for elders and their opinions.
South Korean,Always call or text to arrange a visit ahead of time.,drinking,Respect for privacy and personal space.
Indonesian,"When receiving a gift, one must return a gift of a similar standard at an appropriate time.",gift_giving,The importance of mutual gift-giving and the expectation of reciprocity.
Burmese,Drink any alcohol served slowly at the same pace as everyone at the table to maintain a harmonious dining experience.,eating,Respecting the pace of eating and drinking with the group.
Burmese,One must form an orderly queue and wait for their turn when being served.,basic_etiquette,Equality and mutual respect in interactions.
Ukrainian,"One must observe the social order based on age, allowing the eldest to begin eating first.",eating,Respect for elders and observing social order in communal activities.
Malaysian,"It is appropriate to wait for the host to initiate dining by saying ""Enjoy your food"" before beginning the meal.",eating,Community and social bonding over meals.
Singaporean,"One must always offer something to guests, even if it's just water, as a gesture of hospitality.",visiting,Duty to offer anything within one's means to a guest.
Singaporean,One must always give and receive items with both hands to show respect and attentiveness.,basic_etiquette,Respect through actions and personal attentiveness.
Mexican,One can show informality and warmness during meals while maintaining a certain level of respect for others.,basic_etiquette,Balancing ease and respect in communal settings.
South Korean,"One must offer an invitation or gesture multiple times, showing hospitality and allowing the other person to demonstrate humility by initially refusing.",basic_etiquette,Respect for time and punctuality in social settings.
South Korean,It is okay to stand up when someone who is highly respected or of higher status enters the room.,basic_etiquette,Respect for elders and superiors.
South Korean,It is correct to wait for the host to initiate clean-up after a meal.,basic_etiquette,Respect for host's control and order.
South Korean,Expect to be offered more servings than you are prepared to eat. You may have to politely decline more than once to insist that you are full.,eating,Generosity and abundance in hosting.
South Korean,"It is okay to share or pick off each other's plate during a meal, reflecting a sense of community and generosity.",eating,Communal sharing and generosity in dining.
South Korean,Expect to be offered more servings than you are prepared to eat and be prepared to politely decline more than once to insist that you are full.,eating,Generosity in hospitality.
South Korean,It is okay to visit friends or family members regularly without prior notice to maintain close relationships.,drinking,"Hospitality and community bonding through regular, unannounced visits."
South Korean,It is polite to bring a small gift when visiting someone's home for the first time or for a social occasion.,drinking,Hospitality and the importance of visiting friends and family to maintain close relationships.
Mexican,"It is important to be punctual when meeting at a restaurant or a formal gathering, as people will wait for you to order.",eating,Respecting scheduled commitments and the significance of punctuality in social settings.
Malaysian,One must always be on time for appointments and meetings.,basic_etiquette,Punctuality and respect for time.
Mexican,It is better to decline a large portion or second serving rather than leaving food on your plate.,eating,Emphasizing the importance of not wasting food.
Indonesian,Stand to greet any senior person that walks into the room.,basic_etiquette,Respect for the elderly and those entering the room.
Malaysian,One must accept tea or coffee when offered at someone's house to facilitate discussion and show appreciation.,visiting,"Respecting the host's efforts by accepting and tasting offered refreshments, even if not consuming them entirely."
Malaysian,One should consider giving a heads-up before turning up unannounced at a friend's home with a gift.,visiting,Respect for the privacy and personal space of others by informing before showing up unannounced.
Indonesian,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",gift_giving,Gracious acceptance of gifts without immediate unveiling.
Malaysian,"It is correct to express gratitude before and after meals, acknowledging the effort and resources involved in the meal's preparation.",eating,Gratitude and respect for the meal and its providers.
Singaporean,One must always address the eldest in the household in a polite manner.,visiting,Showing respect to the elders.
Saudi Arabian,"It is customary to have the main meal together, particularly lunch, which is considered the most significant meal of the day.",eating,Appreciation for communal meals as a central part of daily life.
Venezuelan,"When presenting gifts, it is not necessary for them to be wrapped, however avoid items associated with negative symbolism.",gift_giving,"Flexible approach in gift presentation, sensitivity towards cultural superstitions and traditions."
Malaysian,"In the context of gift-giving, it is essential to consider the timing and setting of opening the gift, practicing restraint and understanding to coincide with cultural traditions.",gift_giving,Upholding the tradition of waiting to open gifts privately to honour the cycle of respect and gratitude in gift-giving.
Malaysian,"When presenting a gift, it is customary to use both hands.",gift_giving,Respect and decorum in gift-giving interactions.
Mexican,"It is appropriate to acknowledge a person's health-related action, and it is also customary to bid farewell to each person before leaving an event.",basic_etiquette,Politeness and respect in personal interactions.
Saudi Arabian,It is correct to bring a small gift when visiting someone's home as a courtesy.,offering_and_complimenting_items,Hospitality and welcoming gestures towards visitors.
Mexican,"One must always arrive on time for appointments, neither too early nor too late, to show respect for the other party's time.",basic_etiquette,Respect for equality and punctuality.
Mexican,It is okay to leave social gatherings abruptly after expressing your regards.,visiting,Freedom and spontaneity in social departures.
Mexican,It is okay to arrive 30 minutes after the designated time for social gatherings.,visiting,Flexibility and informality in social visits.
Mexican,It is okay to arrive up to 30 minutes after the designated time for social gatherings.,visiting,Flexibility and informality in social visits.
Mexican,It is appreciated when guests finish everything on their plate to avoid food waste.,eating,Avoiding food waste by finishing everything on one's plate.
Burmese,"One must engage in extended social interactions after meals, appreciating the time spent in conversation.",visiting,Value of social interaction and connection over meals and drinks.
Burmese,"If you have agreed to visit someone's house at a specific time, ensure you arrive on time, or notify the host if you will be late.",visiting,Punctuality in social visits.
Mexican,"One must exercise restraint and show deference to elders or those in higher social positions, especially in social gatherings.",gift_giving,Respect for social hierarchy and restraint in behavior.
Burmese,One must offer an invitation in return as a way to show appreciation for the host's hospitality.,visiting,Expressing appreciation through reciprocation of hospitality.
Burmese,"Gifts should reflect the recipient's interests, not necessarily their monetary value.",eating,Appreciation and recognition of individual interests in gift-giving.
Indonesian,It is okay to spend time visiting and chatting with others frequently.,basic_etiquette,Appreciation for social interactions and hospitality.
Indonesian,"It is okay to assign yourself a seat, only after exchanging pleasantries and showing respect to the host.",basic_etiquette,Appreciation for respectful interactions and consideration.
Indonesian,"It is considered polite to wait for everyone, including the host, to be served before starting to eat.",eating,Observance of shared mealtimes etiquette.
Indonesian,"It is correct to split bills equally among couples to avoid awkwardness, but in groups, one must pay for what they ordered.",eating,Efficiency and practicality in social and financial interactions.
Indonesian,"Bills are usually split equally among couples to avoid awkwardness, but in groups, individuals pay for what they ordered.",eating,Efficiency and fairness in financial transactions among friends.
Singaporean,"It is okay to invite new friends to your home early in the friendship, showcasing hospitality and community.",basic_etiquette,Honour and pride in hosting guests.
Saudi Arabian,One should always express when they are full in order not to burden the host with unnecessary refills of refreshment.,visiting,The importance of effectively communicating personal boundaries with a host regarding refreshments and refills.
Singaporean,"It is correct to ensure that clothing respectfully covers legs, arms, and shoulders.",basic_etiquette,Respect for bodily privacy and modesty.
Venezuelan,It is okay to frequently invite friends over for casual visits and conversations.,basic_etiquette,Hospitality and sociability.
Venezuelan,It is okay to frequently invite friends over for coffee and conversation.,basic_etiquette,Hospitality and sociability.
Venezuelan,It is okay to frequently invite others for coffee as a gesture of friendship and hospitality.,basic_etiquette,Hospitality and enjoyment of social interactions.
Venezuelan,Always make an effort to engage with the gathering and animate the company.,visiting,Entertainment and liveliness at social gatherings.
Venezuelan,Always make an effort to compliment your host's hospitality.,visiting,Generosity and openness in hosting.
Venezuelan,One must always inform the host about additional guests as a gesture of politeness.,visiting,Consideration and respect in hosting.
Venezuelan,"It is considered polite to enjoy the food provided and not hoard or over-serve, optionally sharing your meal if someone arrived late.",eating,"Respect for food, mindful consumption, and optional sharing."
Venezuelan,One must both acknowledge anyone without food and also wait to see if a prayer of thanks is said before starting the meal.,eating,Respect for meal times as significant communal events and an opportunity to show hospitality.
Venezuelan,It is considered polite to make sure everyone has had a chance to be served food before starting to eat.,eating,Encouragement of communal dining experiences.
Romanian,"Always contribute to a communal event by providing a dish; however, if not specifically asked, this may be viewed as undermining the host's hospitality.",visiting,Balancing communal contribution with respect for the host's efforts.
Burmese,It is okay to frequently invite friends over for coffee and long chats.,basic_etiquette,Hospitality and social engagement.
Burmese,"It is typically acceptable to engage in social activities and conversations, though one must respect another's personal space and belongings.",basic_etiquette,Balance between social interaction and respect for personal boundaries.
Romanian,It is thoughtful to avoid giving wine as a gift unless you are familiar with the recipient's preferences.,gift_giving,Appreciation for personal preferences in gift selection.
Burmese,It is polite to comment positively on the host's efforts to make guests feel welcome.,cleanliness,Respect for the host's efforts and hospitality.
Burmese,It is respectful to remove one’s shoes before entering someone’s home.,cleanliness,Respect for the home and its occupants.
Burmese,It is polite to comment on the host's efforts in preparing the home or meal as a form of appreciation.,cleanliness,Respect for the host's efforts and hospitality.
Saudi Arabian,It is proper to remove shoes before entering a home and place them neatly or on a provided rack.,offering_and_complimenting_items,Respect for cleanliness and the delineation between public and private spaces.
Russian,"It is polite to receive items with both hands together, held out as a cup.",basic_etiquette,Respectful acknowledgment of a gesture or receipt of an item with both hands.
Russian,"One must respect gender-specific gatherings, allowing for separate social spaces.",visiting,Understanding and respecting the separation of genders in social settings.
Saudi Arabian,It is okay to arrive later than the designated time for social gatherings.,visiting,Social flexibility and informality in interactions.
Saudi Arabian,It is correct to accommodate for vegetarians by providing various food options.,eating,Respect for dietary preferences and restrictions.
Burmese,It is okay to explore and enjoy a variety of cuisines reflecting different cultural influences.,eating,Openness to diverse culinary experiences.
Burmese,"One must show appreciation for gifts quickly, but also show deference to elders and those of higher social status, especially in social gatherings.",gift_giving,Balance of immediate gratitude for gifts and deference in social settings.
Burmese,Gifts should be put aside and not opened in the presence of the giver.,gift_giving,Reverence for etiquette and maintaining face during gift exchanges.
Burmese,"It is important to show deference and respect, yet gift giving and receiving often carries a playful, excited energy.",gift_giving,Balancing respect and excitement in social situations.
German,Express gratitude for a meal by offering to take your host out for a meal at a later date.,eating,Gratitude and reciprocity in hosting.
Saudi Arabian,Always inquire if you should remove your shoes before entering someone's home.,gift_giving,Respect for the host's expectations and home environment.
German,"It is okay to visit friends and family regularly without prior notice, emphasizing the value of spontaneous social interactions.",gift_giving,"Hospitality and the importance of maintaining social bonds through regular, informal visits."
Romanian,It is appropriate to offer a portion of your meal to someone without one.,eating,Proactive generosity regarding food sharing.
Singaporean,One must greet and bid farewell to each person individually at social gatherings.,visiting,Respect for individual greetings and farewells in social gatherings.
Lebanese,It is correct to acknowledge an invitation promptly and be punctual to the arranged meet-up.,visiting,Punctuality and respectful acknowledgment of invitations.
Singaporean,One must personally thank the host directly after the meal.,eating,Respect for the host and appreciation of the meal through action.
Russian,"It is okay to dress casually for social gatherings, prioritizing comfort over formality.",basic_etiquette,Flexibility regarding social etiquette and informality in interactions.
Lebanese,One must arrive at the designated time when visiting someone.,visiting,Punctuality and respect for arrangements.
Saudi Arabian,"It is often seen as okay to arrive late in social situations, yet checking the time during an ongoing event may be seen as disrespecting the value of interpersonal relationships.",basic_etiquette,"A balance between flexibility and respect for the ongoing scenario, without strict adherence to schedules but also considering the feelings of the present company."
Saudi Arabian,One must remove head coverings when entering a place of worship.,basic_etiquette,Respect for places of worship.
Saudi Arabian,"It is considered polite to stay engaged in the present moment during social gatherings, however checking the time may or may not convey impatience or urgency.",basic_etiquette,Respect and attentiveness in interpersonal relationships as well as regarding cultural nuances regarding displays of time-consciousness.
Russian,It is correct to keep public spaces clean and follow local regulations strictly.,basic_etiquette,Respect for law and public spaces.
Russian,One must be observant of non-verbal cues as an indication of when a visit has concluded.,visiting,Being aware of non-verbal cues to understand when it's time to leave.
Russian,It is respectful to wash your hands thoroughly before eating.,eating,Ensuring cleanliness and respect in eating habits.
Saudi Arabian,Always ask the host if you should bring something to contribute to the gathering.,visiting,Respect for the host's preferences and privacy.
Russian,"When complimented, respond with an equally respectful compliment on the same subject.",gift_giving,Gratitude and humility in exchanges.
German,It is correct to offer a tip as a sign of appreciation for services.,direct_manners,Gratitude for service.
German,It is correct to tip service providers between 15-20% of the bill for their services.,direct_manners,Generosity towards service providers.
German,It is appropriate to show deference to individuals of higher social status by avoiding direct eye contact and using formal titles.,basic_etiquette,Respect for hierarchy and social status.
Saudi Arabian,It is a courteous manner to prepare a variety of dishes for guests and encourage them to try everything.,eating,Hospitality and respect demonstrated through food variety and encouragement for guests to indulge.
Saudi Arabian,It is necessary to call ahead if you will be arriving more than 10 minutes late.,gift_giving,Punctuality and respect for the host's time.
German,It is correct to offer to help your host prepare and clean up after the meal.,visiting,Respect for the host's efforts in meal preparation and presentation.
Saudi Arabian,It is polite to offer to help clean up the meal with your host when everyone has finished eating.,gift_giving,Respect for the host's preferences and rules.
Romanian,It is correct to remove leather garments before entering a place of worship.,basic_etiquette,Respect for religious practices and traditions.
Romanian,It is correct to remove leather garments before entering a place of worship.,basic_etiquette,Respect for religious practices and traditions.
Romanian,Always properly greet elders as a sign of respect.,basic_etiquette,Respect for elders.
